,address,name_x,distance_sch,name_y,distance_hawker,name_x,distance_cbd,name_y,distance_mrt
9053,506B YISHUN AVE 4,NAVAL BASE PRIMARY SCHOOL,0.21657432653361855 km,760105,2.2463411570813583 km,city hall mrt,13.652119845096331 km,KHATIB MRT STATION,0.8740641424833883 km
9054,432 CLEMENTI AVE 3,CLEMENTI PRIMARY SCHOOL,0.12374313588031609 km,120448,0.21236555541436591 km,city hall mrt,10.267118711624052 km,CLEMENTI MRT STATION,0.30473841568002696 km
9055,661 JLN DAMAI,TELOK KURAU PRIMARY SCHOOL,0.5033148914475625 km,470630,0.7177125004506643 km,city hall mrt,7.687456701144167 km,KAKI BUKIT MRT STATION,0.07475942526715543 km
9056,104 TAMPINES ST 11,TAMPINES SECONDARY SCHOOL,0.3488302926788706 km,521137,0.30199757607215244 km,city hall mrt,12.065594587273873 km,TAMPINES MRT STATION,0.6950372725475298 km
9057,74A REDHILL RD,GAN ENG SENG PRIMARY SCHOOL,0.27311602795041007 km,150079,0.2350935819580701 km,city hall mrt,4.0818163682743025 km,REDHILL MRT STATION,0.18813161267744222 km
9058,403 ANG MO KIO AVE 10,TOWNSVILLE PRIMARY SCHOOL,0.16414429338118786 km,560409,0.1789340528960674 km,city hall mrt,7.55930082140762 km,ANG MO KIO MRT STATION,1.11290971665018 km
9059,522B TAMPINES CTRL 7,POI CHING SCHOOL,0.4275829363657383 km,521137,1.5085505305781197 km,city hall mrt,12.006106296298396 km,TAMPINES MRT STATION,0.5337613384844165 km
9060,871A TAMPINES ST 84,JUNYUAN SECONDARY SCHOOL,0.2465119864616076 km,521137,1.7451151617439289 km,city hall mrt,11.150215441683882 km,TAMPINES WEST MRT STATION,1.2365762062300154 km
9061,423 CLEMENTI AVE 1,NAN HUA HIGH SCHOOL,0.21321891305263105 km,120353,0.5525965751935332 km,city hall mrt,9.379646010160497 km,CLEMENTI MRT STATION,0.7949533092982236 km
9062,788B WOODLANDS CRES,ADMIRALTY PRIMARY SCHOOL,0.17794954979429178 km,730021,2.6727739562637987 km,city hall mrt,17.624518492107207 km,ADMIRALTY MRT STATION,0.34677210554302446 km
9063,221 TAMPINES ST 24,PASIR RIS SECONDARY SCHOOL,0.3920316505518179 km,521137,1.3825825301402153 km,city hall mrt,13.062879495917777 km,TAMPINES EAST MRT STATION,0.27405735725598185 km
9064,606 ELIAS RD,PARK VIEW PRIMARY SCHOOL,0.3546417287172042 km,521137,3.4672580224659364 km,city hall mrt,13.644778856345356 km,PASIR RIS MRT STATION,0.8385121090608678 km
9065,334A ANCHORVALE CRES,SPRINGDALE PRIMARY SCHOOL,0.4146842256220884 km,530209,4.362032337468699 km,city hall mrt,12.359888534145766 km,FARMWAY LRT STATION,0.13534917624791035 km
9066,323 HOUGANG AVE 5,HOLY INNOCENTS' PRIMARY SCHOOL,0.41116874058014646 km,530209,1.5870546687241929 km,city hall mrt,9.633241906364919 km,HOUGANG MRT STATION,0.7535425350866254 km
9067,50 JLN BAHAGIA,BENDEMEER SECONDARY SCHOOL,0.6276652866143594 km,320090,0.5290109033976361 km,city hall mrt,3.863665986201096 km,BOON KENG MRT STATION,1.0991235809020434 km
9068,277 CHOA CHU KANG AVE 2,SOUTH VIEW PRIMARY SCHOOL,0.2718745566162565 km,600347,4.071515221939899 km,city hall mrt,15.388842175476773 km,SOUTH VIEW LRT STATION,0.09214843746913506 km
9069,492 ADMIRALTY LINK,ENDEAVOUR PRIMARY SCHOOL,0.2708435843695437 km,760105,2.9955902479590413 km,city hall mrt,18.50741833720437 km,SEMBAWANG MRT STATION,0.8807601229759497 km
9070,608 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.2666842363036231 km,470630,0.1511986018743765 km,city hall mrt,8.000396466840261 km,BEDOK NORTH MRT STATION,0.6192006820774391 km
9071,229 PASIR RIS ST 21,PASIR RIS PRIMARY SCHOOL,0.11810822476422492 km,500003,3.477716094521882 km,city hall mrt,15.014853370267907 km,PASIR RIS MRT STATION,1.3965688663816058 km
9072,107 BEDOK NTH RD,RED SWASTIKA SCHOOL,0.24184659717900078 km,460085,0.2767375433644252 km,city hall mrt,10.284151653522796 km,BEDOK RESERVOIR MRT STATION,0.6577329530730679 km
9073,454 TAMPINES ST 42,NGEE ANN SECONDARY SCHOOL,0.36738500343528635 km,521137,1.7527986802486761 km,city hall mrt,13.437705961205545 km,TAMPINES EAST MRT STATION,0.13044825448773545 km
9074,839 JURONG WEST ST 81,XINGNAN PRIMARY SCHOOL,0.548568387851252 km,642221,2.2719819915452235 km,city hall mrt,18.64642742971812 km,PIONEER MRT STATION,0.8364205080212935 km
9075,515 HOUGANG AVE 10,MONTFORT JUNIOR SCHOOL,0.16084482709782594 km,530209,1.5088855759896755 km,city hall mrt,9.677477859896715 km,HOUGANG MRT STATION,0.38966957902864313 km
9076,924 JURONG WEST ST 92,JUYING PRIMARY SCHOOL,0.26704175233608485 km,642221,2.6571180144754174 km,city hall mrt,18.854097316110597 km,PIONEER MRT STATION,0.8887475848758175 km
9077,871C TAMPINES ST 86,JUNYUAN SECONDARY SCHOOL,0.44118361570898784 km,521137,1.9348135845978143 km,city hall mrt,11.253064936612375 km,TAMPINES MRT STATION,1.3083917308901336 km
9078,113B MCNAIR RD,HONG WEN SCHOOL,0.3333573333585077 km,330029,0.348866391594467 km,city hall mrt,3.2470460918297164 km,BOON KENG MRT STATION,0.23296029641464708 km
9079,118 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.19901698950729632 km,470630,0.5909755038082111 km,city hall mrt,7.5784626923831855 km,KAKI BUKIT MRT STATION,0.4345513573411713 km
9080,126 BT BATOK CTRL,MILLENNIA INSTITUTE,0.5976533167853346 km,600254,1.3672909763073955 km,city hall mrt,13.466523734810542 km,BUKIT BATOK MRT STATION,0.45158856798203817 km
9081,889D WOODLANDS DR 50,WOODLANDS PRIMARY SCHOOL,0.14734816054946076 km,730021,1.7848328016275332 km,city hall mrt,17.374096353070158 km,WOODLANDS MRT STATION,0.49761399948774887 km
9082,178A RIVERVALE CRES,MEE TOH SCHOOL,0.6353113174737786 km,530209,4.221238181218207 km,city hall mrt,12.373399338016165 km,BAKAU LRT STATION,0.481109472549573 km
9083,105 HENDERSON CRES,GAN ENG SENG SCHOOL,0.19863150055792222 km,150079,0.5170878067389456 km,city hall mrt,3.3776406313998963 km,REDHILL MRT STATION,0.6203005246843567 km
9084,457 SEGAR RD,GREENRIDGE PRIMARY SCHOOL,0.4097535921272755 km,588215,5.420042982456324 km,city hall mrt,13.927262277989811 km,SEGAR LRT STATION,0.12763711573178377 km
9085,630 PASIR RIS DR 3,PARK VIEW PRIMARY SCHOOL,0.20545709949674776 km,521137,3.671043490072346 km,city hall mrt,13.649049666425977 km,PASIR RIS MRT STATION,1.0846850642435537 km
9086,94B BEDOK NTH AVE 4,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,0.13317031572012222 km,460085,0.5025631534677106 km,city hall mrt,11.021859726777066 km,TANAH MERAH MRT STATION,0.8325236049223738 km
9087,261 SERANGOON CTRL DR,PEICAI SECONDARY SCHOOL,0.66573019470319 km,555945,1.1930775147055768 km,city hall mrt,7.112862865302351 km,SERANGOON MRT STATION,0.38274298902263026 km
9088,1 TOH YI DR,PEI HWA PRESBYTERIAN PRIMARY SCHOOL,0.23887819852359543 km,588215,0.15878399354554812 km,city hall mrt,10.09725232150044 km,BEAUTY WORLD MRT STATION,0.22692682528615366 km
9089,235 CHOA CHU KANG CTRL,SOUTH VIEW PRIMARY SCHOOL,0.34694182619075964 km,600254,4.1934105494474485 km,city hall mrt,15.023333509680873 km,KEAT HONG LRT STATION,0.13279183673491105 km
9090,523 JELAPANG RD,ZHENGHUA SECONDARY SCHOOL,0.15523899210847894 km,588215,5.378527927780253 km,city hall mrt,14.19929827261327 km,JELAPANG LRT STATION,0.1344365389341218 km
9091,551 HOUGANG ST 51,PUNGGOL PRIMARY SCHOOL,0.42812381246070336 km,530209,2.207630433723617 km,city hall mrt,10.368344221566389 km,BUANGKOK MRT STATION,0.5530252357983897 km
9092,856F TAMPINES ST 82,ST. HILDA'S SECONDARY SCHOOL,0.3606894934281113 km,521137,1.0872863337272451 km,city hall mrt,11.62320502897986 km,TAMPINES MRT STATION,0.572426196311544 km
9093,161 WOODLANDS ST 13,MARSILING PRIMARY SCHOOL,0.05585328659597721 km,738937,0.7639409257690037 km,city hall mrt,17.83627392358513 km,MARSILING MRT STATION,0.10185024046536552 km
9094,434 BT PANJANG RING RD,GREENRIDGE PRIMARY SCHOOL,0.3053837897545156 km,588215,5.123919142005176 km,city hall mrt,13.715278078013585 km,FAJAR LRT STATION,0.10977094965370382 km
9095,394 TAMPINES AVE 7,NGEE ANN SECONDARY SCHOOL,0.1100616674700814 km,521137,1.6725614809502292 km,city hall mrt,13.416507627604636 km,TAMPINES EAST MRT STATION,0.19656844693052664 km
9096,709 JURONG WEST ST 71,WEST GROVE PRIMARY SCHOOL,0.5978703501404872 km,642221,2.103819782595314 km,city hall mrt,18.43540449944571 km,PIONEER MRT STATION,0.6377634639997092 km
9097,159 YUNG PING RD,JURONG SECONDARY SCHOOL,0.19239132270098008 km,618499,0.6028020366428074 km,city hall mrt,15.037131897942873 km,LAKESIDE MRT STATION,1.6630385415334024 km
9098,844 YISHUN ST 81,ORCHID PARK SECONDARY SCHOOL,0.2706109522360944 km,760105,1.9576631543542402 km,city hall mrt,13.699693355782824 km,KHATIB MRT STATION,0.3363615660568563 km
9099,635B SENJA RD,WEST SPRING SECONDARY SCHOOL,0.3010542986336927 km,600254,5.260055445158889 km,city hall mrt,14.790312629624278 km,SENJA LRT STATION,0.6767041850054948 km
9100,275 PASIR RIS ST 21,WHITE SANDS PRIMARY SCHOOL,0.460682341621447 km,521137,3.091334267342896 km,city hall mrt,14.793461197240626 km,TAMPINES EAST MRT STATION,1.4683392583015593 km
9101,613 ANG MO KIO AVE 4,YIO CHU KANG SECONDARY SCHOOL,0.32096007748751665 km,560628,0.31687463900957447 km,city hall mrt,9.571367917125219 km,YIO CHU KANG MRT STATION,0.7270670617753631 km
9102,632A PUNGGOL DR,HORIZON PRIMARY SCHOOL,0.12686259812641326 km,530209,5.5128075120948825 km,city hall mrt,13.700080890716729 km,OASIS LRT STATION,0.18966743882883896 km
9103,755 WOODLANDS AVE 4,EVERGREEN PRIMARY SCHOOL,0.19301859598559704 km,730021,1.7945113987718142 km,city hall mrt,18.094580280446117 km,WOODLANDS NORTH MRT STATION,0.9640692227580406 km
9104,295 PUNGGOL CTRL,EDGEFIELD SECONDARY SCHOOL,0.2864019660863745 km,530209,5.177473211109873 km,city hall mrt,13.38096799949512 km,COVE LRT STATION,0.3096509323338326 km
9105,45 JLN TIGA,BROADRICK SECONDARY SCHOOL,0.3078928784004611 km,390051,0.13638031084749555 km,city hall mrt,3.967885608081912 km,MOUNTBATTEN MRT STATION,0.35876640110055247 km
9106,115 HOUGANG AVE 1,METHODIST GIRLS' SCHOOL (SECONDARY),0.36549697110112755 km,530105,0.29011000346928906 km,city hall mrt,7.693528099850601 km,KOVAN MRT STATION,0.8780410267774381 km
9107,132 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.21679749650681984 km,470630,0.26461726483483766 km,city hall mrt,7.929213147156318 km,KAKI BUKIT MRT STATION,0.44571170689083933 km
9108,120A KIM TIAN PL,ZHANGDE PRIMARY SCHOOL,0.23713855911832463 km,160112,0.41290007364160336 km,city hall mrt,2.953546543527184 km,TIONG BAHRU MRT STATION,0.3388056320844906 km
9109,579 PASIR RIS ST 53,ELIAS PARK PRIMARY SCHOOL,0.24811728811307474 km,521137,3.226748453546991 km,city hall mrt,13.871904350461243 km,PASIR RIS MRT STATION,0.2629485798702624 km
9110,715 CLEMENTI WEST ST 2,KENT RIDGE SECONDARY SCHOOL,0.3909460034700314 km,120726,0.26747017763197406 km,city hall mrt,10.15070160956011 km,CLEMENTI MRT STATION,1.3578066693863549 km
9111,253 KIM KEAT AVE,ST. ANDREW'S JUNIOR COLLEGE,0.6799471761545745 km,310022,0.47897330941328226 km,city hall mrt,4.261712395285091 km,TOA PAYOH MRT STATION,1.1563340016094998 km
9112,404 WOODLANDS ST 41,MARSILING PRIMARY SCHOOL,0.4153684847843459 km,738937,0.9988763570139207 km,city hall mrt,17.62913217729717 km,MARSILING MRT STATION,0.3142945943877967 km
9113,289 YISHUN AVE 6,CHONGFU SCHOOL,0.23781200674348682 km,760105,1.5547307304015592 km,city hall mrt,16.389332946299827 km,CANBERRA MRT STATION,1.0740067226669119 km
9114,348 TAMPINES ST 33,EAST SPRING PRIMARY SCHOOL,0.1889013115239042 km,521137,2.230204760490835 km,city hall mrt,13.979131498334914 km,TAMPINES EAST MRT STATION,1.0564640297571581 km
9115,664 WOODLANDS RING RD,WOODLANDS RING PRIMARY SCHOOL,0.1435976119351421 km,730021,2.4417011008165623 km,city hall mrt,16.97400630430978 km,ADMIRALTY MRT STATION,0.6016884848406584 km
9116,147 BEDOK RESERVOIR RD,TELOK KURAU PRIMARY SCHOOL,0.43447058339946637 km,470630,0.3555907967689839 km,city hall mrt,8.056606681482686 km,KAKI BUKIT MRT STATION,0.3717776869129463 km
9117,473B UPP SERANGOON CRES,SERANGOON SECONDARY SCHOOL,0.1840995502849097 km,530209,2.5041643603868002 km,city hall mrt,10.647353336881329 km,KANGKAR LRT STATION,0.8970018752538231 km
9118,109 GANGSA RD,ZHENGHUA PRIMARY SCHOOL,0.2975087724862958 km,588215,4.29200010371965 km,city hall mrt,13.277802734168432 km,PETIR LRT STATION,0.12539385008208567 km
9119,545 BEDOK NTH ST 3,PING YI SECONDARY SCHOOL,0.5071907202423448 km,460538,0.2298320345455765 km,city hall mrt,8.956455816786915 km,BEDOK NORTH MRT STATION,0.8598799410474819 km
9120,516 PASIR RIS ST 52,ELIAS PARK PRIMARY SCHOOL,0.18128377894606781 km,521137,3.1841631543662268 km,city hall mrt,13.531480536477103 km,PASIR RIS MRT STATION,0.6467551614641837 km
9121,659C JURONG WEST ST 65,JURONG WEST SECONDARY SCHOOL,0.12896115012006598 km,642221,1.620758113309382 km,city hall mrt,17.448787326635394 km,PIONEER MRT STATION,0.518272094960426 km
9122,508C WELLINGTON CIRCLE,WELLINGTON PRIMARY SCHOOL,0.14399091170268014 km,760105,2.4555245703782056 km,city hall mrt,18.02260013674312 km,SEMBAWANG MRT STATION,0.4507065460746929 km
9123,130 BT BATOK WEST AVE 6,MILLENNIA INSTITUTE,0.48154867168844045 km,600254,1.2319189542761155 km,city hall mrt,13.505172517974335 km,BUKIT BATOK MRT STATION,0.4720200178317222 km
9124,623 WOODLANDS DR 52,WOODLANDS RING PRIMARY SCHOOL,0.1658375607599633 km,730021,2.6123933612259798 km,city hall mrt,16.789979829607734 km,ADMIRALTY MRT STATION,0.6749885924098853 km
9125,335C ANCHORVALE CRES,SPRINGDALE PRIMARY SCHOOL,0.46199629386284796 km,530209,4.359072226663359 km,city hall mrt,12.320271382363325 km,FARMWAY LRT STATION,0.18944556375968827 km
9126,646 WOODLANDS RING RD,WOODLANDS RING SECONDARY SCHOOL,0.1267959215674994 km,730021,2.671113746132226 km,city hall mrt,17.018396249550513 km,ADMIRALTY MRT STATION,0.3359223673441379 km
9127,103 HENDERSON CRES,GAN ENG SENG SCHOOL,0.27271001434209663 km,150079,0.3966364991464098 km,city hall mrt,3.4913099406600914 km,REDHILL MRT STATION,0.5072962613720718 km
9128,157 ANG MO KIO AVE 4,MAYFLOWER PRIMARY SCHOOL,0.4101733591404507 km,560162,0.1450638247942556 km,city hall mrt,9.225471676722178 km,YIO CHU KANG MRT STATION,0.9434288290692988 km
9129,238 JURONG EAST ST 21,YUHUA PRIMARY SCHOOL,0.23811954516990555 km,600254,0.43879895035971994 km,city hall mrt,13.540419378908691 km,JURONG EAST MRT STATION,0.8590108457476883 km
9130,533 BEDOK NTH ST 3,DAMAI PRIMARY SCHOOL,0.38849685204518064 km,460538,0.17318476128089932 km,city hall mrt,9.151576163228702 km,BEDOK NORTH MRT STATION,0.7087785049654164 km
9131,472A FERNVALE ST,FERN GREEN PRIMARY SCHOOL,0.1131063924105166 km,557269,4.021088351036575 km,city hall mrt,11.986268866164753 km,KUPANG LRT STATION,0.09026602898609469 km
9132,683B WOODLANDS DR 62,GREENWOOD PRIMARY SCHOOL,0.24149782084890908 km,730021,2.8704097376784805 km,city hall mrt,17.28214404873195 km,ADMIRALTY MRT STATION,0.21102613997693284 km
9133,645 WOODLANDS RING RD,WOODLANDS RING SECONDARY SCHOOL,0.10800252251137715 km,730021,2.7454059666768993 km,city hall mrt,16.940093192462253 km,ADMIRALTY MRT STATION,0.3908793533774084 km
9134,11 TECK WHYE LANE,TECK WHYE SECONDARY SCHOOL,0.39525644929366155 km,600254,4.445817340391293 km,city hall mrt,14.498024531740263 km,PHOENIX LRT STATION,0.3660218226442035 km
9135,468D ADMIRALTY DR,CANBERRA PRIMARY SCHOOL,0.18242848286102223 km,760105,2.615071742799787 km,city hall mrt,17.972175856231186 km,SEMBAWANG MRT STATION,0.672328004916376 km
9136,604 SENJA RD,WEST VIEW PRIMARY SCHOOL,0.3905690339017006 km,588215,4.831476483170022 km,city hall mrt,13.973940320693698 km,SENJA LRT STATION,0.18970607110798224 km
9137,229 CHOA CHU KANG CTRL,SOUTH VIEW PRIMARY SCHOOL,0.11246209564307624 km,600254,4.220284209324286 km,city hall mrt,15.29090278745622 km,SOUTH VIEW LRT STATION,0.12328406425340058 km
9138,435 CHOA CHU KANG AVE 4,BUKIT PANJANG GOVT. HIGH SCHOOL,0.438298034064988 km,600347,4.51375826030155 km,city hall mrt,16.06294350048137 km,CHOA CHU KANG MRT STATION,0.36995982033751457 km
9139,136 SIMEI ST 1,ANGSANA PRIMARY SCHOOL,0.508918939287297 km,521137,1.3336857767483086 km,city hall mrt,13.050450986260486 km,SIMEI MRT STATION,0.62085931770518 km
9140,696 HOUGANG ST 61,MONTFORT SECONDARY SCHOOL,0.2776817454958039 km,530209,1.8727769851591314 km,city hall mrt,9.96587983534119 km,HOUGANG MRT STATION,0.7544166346190958 km
9141,701 TAMPINES ST 71,POI CHING SCHOOL,0.2379203734476392 km,521137,1.47821984835901 km,city hall mrt,11.693037107448271 km,TAMPINES MRT STATION,0.7039133418478374 km
9142,219 JURONG EAST ST 21,YUHUA PRIMARY SCHOOL,0.41007984944622855 km,600254,0.3014350470630456 km,city hall mrt,13.80395401594258 km,CHINESE GARDEN MRT STATION,0.6251513551437227 km
9143,697 HOUGANG ST 61,MONTFORT SECONDARY SCHOOL,0.23799335411844943 km,530209,1.8265225464016985 km,city hall mrt,9.924933711893194 km,HOUGANG MRT STATION,0.7187543005683036 km
9144,815C CHOA CHU KANG AVE 7,SOUTH VIEW PRIMARY SCHOOL,0.6073624913947925 km,600254,3.786402557161045 km,city hall mrt,14.894950550636333 km,KEAT HONG LRT STATION,0.311764199099232 km
9145,32 MARINE CRES,TAO NAN SCHOOL,0.23468407931380666 km,441050,0.5205084840397513 km,city hall mrt,6.687362507310712 km,KEMBANGAN MRT STATION,1.9788044220923955 km
9146,332 SEMBAWANG CL,SEMBAWANG SECONDARY SCHOOL,0.15491383463854558 km,760105,2.0645332914452674 km,city hall mrt,17.456496531469956 km,SEMBAWANG MRT STATION,0.4235377798296845 km
9147,434 ANG MO KIO AVE 10,DEYI SECONDARY SCHOOL,0.23264130721958332 km,561453,0.32586240263744815 km,city hall mrt,8.288680707732816 km,ANG MO KIO MRT STATION,0.48937689821136887 km
9148,14 UPP BOON KENG RD,BENDEMEER PRIMARY SCHOOL,0.9250786222717596 km,380017,0.1465691448107999 km,city hall mrt,3.141556711155718 km,KALLANG MRT STATION,0.4119185793942654 km
9149,505 JELAPANG RD,GREENRIDGE PRIMARY SCHOOL,0.14944652460511287 km,588215,5.071121481364562 km,city hall mrt,13.85204335186545 km,FAJAR LRT STATION,0.34977221195516617 km
9150,409 SAUJANA RD,ZHENGHUA PRIMARY SCHOOL,0.35783776193279354 km,588215,4.83149028034417 km,city hall mrt,13.675059328774822 km,FAJAR LRT STATION,0.4257245464459275 km
9151,207 SERANGOON CTRL,PEICAI SECONDARY SCHOOL,0.7276868454996398 km,555945,1.2658277877588937 km,city hall mrt,7.1186695686745685 km,SERANGOON MRT STATION,0.37437570979238444 km
9152,102 ANG MO KIO AVE 3,ANG MO KIO PRIMARY SCHOOL,0.14891552204066183 km,560162,0.387116398521104 km,city hall mrt,8.717344769139565 km,ANG MO KIO MRT STATION,1.131589819532305 km
9153,435 YISHUN AVE 6,NORTHBROOKS SECONDARY SCHOOL,0.24429898389446536 km,760105,2.422503704148237 km,city hall mrt,14.209593082850118 km,YISHUN MRT STATION,1.634271484696548 km
9154,521 HOUGANG AVE 6,MONTFORT JUNIOR SCHOOL,0.19133532351816607 km,530209,1.6749680989595996 km,city hall mrt,9.86977202949592 km,HOUGANG MRT STATION,0.2796477514855589 km
9155,525 SERANGOON NTH AVE 4,ROSYTH SCHOOL,0.2652222167052781 km,557269,1.1147897435878906 km,city hall mrt,9.04081551350437 km,KOVAN MRT STATION,1.9047056712353752 km
9156,246 COMPASSVALE RD,COMPASSVALE PRIMARY SCHOOL,0.25084701913158663 km,530209,3.9720979734813007 km,city hall mrt,12.167131484977505 km,COMPASSVALE LRT STATION,0.26796273289147876 km
9157,555 CHOA CHU KANG NTH 6,DE LA SALLE SCHOOL,0.1824695524804895 km,738937,5.549525062739993 km,city hall mrt,16.658213853886114 km,YEW TEE MRT STATION,0.4398036308178852 km
9158,254 CHOA CHU KANG AVE 2,CHUA CHU KANG PRIMARY SCHOOL,0.23407496947536338 km,600347,3.8725400353759873 km,city hall mrt,15.338700081783347 km,SOUTH VIEW LRT STATION,0.2794450976649294 km
9159,861 WOODLANDS ST 83,EVERGREEN SECONDARY SCHOOL,0.2364939935609464 km,730021,2.0582968058287285 km,city hall mrt,17.434168772574385 km,ADMIRALTY MRT STATION,0.6493718325927534 km
9160,946 TAMPINES AVE 4,ST. HILDA'S SECONDARY SCHOOL,0.32183673178817607 km,521137,0.8411520919738764 km,city hall mrt,11.678850623961022 km,TAMPINES MRT STATION,0.5300882819033323 km
9161,729 JURONG WEST AVE 5,WEST GROVE PRIMARY SCHOOL,0.23649364784733581 km,642221,1.7009463922722572 km,city hall mrt,18.212441520500857 km,PIONEER MRT STATION,0.9767625898680742 km
9162,414 WOODLANDS ST 41,FUCHUN SECONDARY SCHOOL,0.5640521607614924 km,738937,1.2940615644101634 km,city hall mrt,17.332511466050445 km,MARSILING MRT STATION,0.5154966290129238 km
9163,121C CANBERRA ST,CHONGFU SCHOOL,1.1346403814707882 km,760105,1.8787418156218314 km,city hall mrt,17.20288893182355 km,CANBERRA MRT STATION,0.7187316476890071 km
9164,519 WOODLANDS DR 14,WOODLANDS PRIMARY SCHOOL,0.22135324258990235 km,730021,1.9338527056476502 km,city hall mrt,17.054341981008125 km,WOODLANDS MRT STATION,0.47604434948263513 km
9165,50 STRATHMORE AVE,QUEENSTOWN PRIMARY SCHOOL,0.2336580960072327 km,140159,0.651649001535393 km,city hall mrt,4.882017544544703 km,QUEENSTOWN MRT STATION,0.3350637069080848 km
9166,228C COMPASSVALE WALK,SENG KANG PRIMARY SCHOOL,0.21779212221682565 km,530209,3.559060948694693 km,city hall mrt,11.767108340050093 km,KANGKAR LRT STATION,0.44810139512222225 km
